Report Number,Offense Number,Related Reports,Date/Time Dispatched,Date/Time Arrived,Incident Type,Incident Code,Force Used,Offense,Crime Class,Offense Flags,Section,Disposition,Domestic Violence,Location Beat,Location Type,Suspect Races,Suspect Juvenile,Suspect Hospitalization,Date/Time Created,Date/Time Last Update
21357194,002,"21360026,21363265,21363648,21364040",2021-08-21 17:29:40,2021-08-21 17:37:26,Stolen Property Offenses,280,Yes,UCPV 1ST,FC,None of these Apply,HRS 708-0836,Adult Arrested / Not Charged,No,272,Residence/Home,White,No,Yes,2021-08-21 17:25:44,2021-10-10 19:20:23
21357194,003,"21360026,21363265,21363648,21364040",2021-08-21 17:29:40,2021-08-21 17:37:26,Drug/Narcotic Violations,35A,No,PRO DET DRUG 2,MD,None of these Apply,HRS 712-1248,Adult Arrested / Not Charged,No,272,Hwy/Street/Road/Alley/Sidewalk,White,No,Yes,2021-08-21 17:25:44,2021-10-10 19:20:23
21364407,001,,,,Disorderly Conduct,90C,No,SEX ASSAULT 4,MD,None of these Apply,HRS 707-0733,Adult Admin Closing,No,872,Residence/Home,Unknown,No,No,2021-08-26 16:40:17,2021-10-26 12:09:24
21364350,001,,2021-08-26 15:35:37,2021-08-26 15:44:58,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,455,Drug Store/Dr. Offce/Hosp,Hawaiian,No,No,2021-08-26 14:43:49,2021-10-14 13:28:33
21364288,001,,2021-08-26 14:35:00,2021-08-26 14:45:15,Burglary/Breaking & Entering,220,No,BURGLARY 1,FB,None of these Apply,HRS 708-0810,Pending Further Development,No,454,Residence/Home,,Unknown,No,2021-08-26 14:29:47,2021-09-02 11:32:34
21364350,002,,2021-08-26 15:35:37,2021-08-26 15:44:58,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,FC,None of these Apply,HRS 708-8100,Pending Further Development,No,458,Store - Specialty,Hawaiian,No,No,2021-08-26 14:43:49,2021-10-14 13:28:33
21364439,001,,2021-08-26 17:05:10,2021-08-26 17:05:10,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,570,Shopping Mall,Unknown,Unknown,No,2021-08-26 16:00:24,2021-09-15 08:49:13
21364432,001,,2021-08-26 16:44:07,2021-08-26 16:44:07,All Other Offenses,90Z,No,CRIM CONTMP CRT,MD,None of these Apply,HRS 710-1077,Adult Arrested / Charged,No,156,Hwy/Street/Road/Alley/Sidewalk,Native American,No,No,2021-08-26 16:44:07,2021-08-31 13:33:31
20131866,003,,,,All Other Offenses,90Z,No,PROTECTIVE ORDER VIO,MD,Domestic Relationship,HRS 586-0011,Prosecutors / Victim Kokua,Yes - Intimate,559,Residence/Home,,Unknown,No,2020-04-08 09:54:41,2021-09-11 17:00:57
21364336,001,21364335,2021-08-26 13:42:59,2021-08-26 13:51:01,All Other Offenses,90Z,No,FRAUD USE PLATE,VL,None of these Apply,HRS 249-0011,Open,No,563,Parking/Drop Lot/Garage,,Unknown,No,2021-08-26 13:37:53,2021-08-26 17:57:24
21364432,002,,2021-08-26 16:44:07,2021-08-26 16:44:07,All Other Offenses,90Z,No,CRIM CONTMP CRT,MD,None of these Apply,HRS 710-1077,Adult Arrested / Charged,No,156,Hwy/Street/Road/Alley/Sidewalk,Native American,No,No,2021-08-26 16:44:07,2021-08-31 13:33:31
21364432,003,,2021-08-26 16:44:07,2021-08-26 16:44:07,All Other Offenses,90Z,No,CRIM CONTMP CRT,MD,None of these Apply,HRS 710-1077,Adult Arrested / Charged,No,156,Hwy/Street/Road/Alley/Sidewalk,Native American,No,No,2021-08-26 16:44:07,2021-08-31 13:33:31
21363816,009,"21287787,21363863",2021-08-26 08:50:31,2021-08-26 08:50:47,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,MD,None of these Apply,HRS 708-8100,Open,No,180,Store - Department/Discount,Unknown,Unknown,No,2021-08-26 08:45:25,2021-10-25 13:41:00
21357194,005,"21360026,21363265,21363648,21364040",2021-08-21 17:29:40,2021-08-21 17:37:26,All Other Offenses,90Z,No,FRAUD USE PLATE,VL,None of these Apply,HRS 249-0011,Pending Further Development,No,480,Hwy/Street/Road/Alley/Sidewalk,White,No,Yes,2021-08-21 17:25:44,2021-10-10 19:20:23
21364438,002,,2021-08-26 17:03:33,2021-08-26 17:03:33,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Open,No,176,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-26 16:25:34,2021-09-08 08:35:10
21364438,003,,2021-08-26 17:03:33,2021-08-26 17:03:33,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Open,No,176,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-26 16:25:34,2021-09-08 08:35:10
21364438,004,,2021-08-26 17:03:33,2021-08-26 17:03:33,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Open,No,176,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-26 16:25:34,2021-09-08 08:35:10
21364438,005,,2021-08-26 17:03:33,2021-08-26 17:03:33,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Open,No,176,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-26 16:25:34,2021-09-08 08:35:10
21364438,006,,2021-08-26 17:03:33,2021-08-26 17:03:33,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Open,No,176,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-26 16:25:34,2021-09-08 08:35:10
21364438,007,,2021-08-26 17:03:33,2021-08-26 17:03:33,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Open,No,176,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-26 16:25:34,2021-09-08 08:35:10
21364438,008,,2021-08-26 17:03:33,2021-08-26 17:03:33,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Open,No,176,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-26 16:25:34,2021-09-08 08:35:10
21364438,009,,2021-08-26 17:03:33,2021-08-26 17:03:33,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Open,No,176,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-26 16:25:34,2021-09-08 08:35:10
21364467,001,,2021-08-26 17:05:37,2021-08-26 17:17:05,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,363,Rental Storage Facility,Unknown,Unknown,No,2021-08-26 17:01:34,2021-08-31 08:12:30
21364496,001,,2021-08-26 17:24:58,2021-08-26 17:38:26,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Adult Complaint Withdrawn,No,858,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-26 17:19:50,2021-10-29 11:36:12
21364510,001,,2021-08-26 17:56:46,2021-08-26 17:56:46,Liquor Law Violations,90G,No,INTOX. LIQUOR IN PUBLIC,PM,None of these Apply,RO 40-01.02,Citation Issued,No,661,Hwy/Street/Road/Alley/Sidewalk,White,No,No,2021-08-26 17:56:46,2021-08-26 19:48:51
21364542,001,,2021-08-26 18:12:34,2021-08-26 18:13:42,All Other Offenses,90Z,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Adult Arrested / Charged,No,175,Service/Gas Station,Filipino,No,No,2021-08-26 18:08:54,2021-09-11 20:43:39
21364542,002,,2021-08-26 18:12:34,2021-08-26 18:13:42,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Arrested / Charged,No,175,Service/Gas Station,Filipino,No,No,2021-08-26 18:08:54,2021-09-11 20:43:39
21359588,001,,2021-08-23 09:59:12,2021-08-23 10:08:21,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Pending Further Development,No,380,Store - Specialty,Filipino,Unknown,No,2021-08-23 09:55:01,2021-09-07 08:44:27
21364526,001,,2021-08-26 17:52:56,2021-08-26 17:59:27,Intimidation,13C,No,TERR THREAT 2,MD,None of these Apply,HRS 707-0717,Open,No,550,Cyberspace,Hawaiian,No,No,2021-08-26 17:49:09,2021-10-11 10:40:28
21364584,001,,2021-08-26 18:49:10,2021-08-26 18:49:10,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,871,Residence/Home,Unknown,Unknown,No,2021-08-26 18:45:46,2021-09-29 16:05:07
21244338,002,,,,All Other Offenses,90Z,No,TRO VIOLATION,MD,Domestic Relationship,HRS 586-0004,Adult Arrested / Charged,Yes - Non Intimate,360,Residence/Home,Filipino,No,No,2021-06-07 20:28:14,2021-08-27 17:43:27
21357942,002,,2021-08-22 03:12:27,2021-08-22 03:13:50,Drug/Narcotic Violations,35A,No,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Pending Further Development,No,169,Store - Specialty,,Unknown,No,2021-08-22 03:10:11,2021-11-09 13:35:03
21364562,001,,2021-08-26 18:28:12,2021-08-26 18:33:20,All Other Offenses,90Z,No,DANGEROUS DOGS - PROHIB. ACTS,PM,None of these Apply,RO 07-07.02,Adult Complaint Withdrawn,No,861,Hwy/Street/Road/Alley/Sidewalk,,Unknown,No,2021-08-26 18:05:09,2021-08-27 17:59:22
21364624,001,"21361933,21364286",2021-08-26 15:07:43,2021-08-26 15:07:44,Simple Assault,13B,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Pending Further Development,No,573,Residence/Home,"Other Pac. Islander,Samoan,Hawaiian",Unknown,No,2021-08-26 14:08:20,2021-11-09 06:46:35
21364624,002,"21361933,21364286",2021-08-26 15:07:43,2021-08-26 15:07:44,Simple Assault,13B,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Pending Further Development,No,573,Residence/Home,Unknown,Unknown,No,2021-08-26 14:08:20,2021-11-09 06:46:35
21364634,001,,2021-08-26 18:51:05,2021-08-26 18:52:04,Simple Assault,13B,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Adult Arrested / Charged,No,180,Shopping Mall,Black,No,No,2021-08-26 18:47:56,2021-08-31 07:05:42
21364634,002,,2021-08-26 18:51:05,2021-08-26 18:52:04,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Juvi Arrested / Charged,No,180,Shopping Mall,"Hawaiian,Chinese,White",Yes,No,2021-08-26 18:47:56,2021-08-31 07:05:42
21364637,001,,2021-08-26 19:25:12,2021-08-26 19:25:12,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,753,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-26 17:52:34,2021-10-04 16:26:46
21364640,001,,2021-08-26 19:40:21,2021-08-26 19:40:21,All Other Offenses,90Z,No,CPD 3,MD,None of these Apply,HRS 708-0822,Pending Further Development,No,255,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-26 19:19:14,2021-09-22 09:37:20
21364549,001,,2021-08-26 18:12:42,2021-08-26 18:21:00,Burglary/Breaking & Entering,220,No,BURGLARY 1,FB,None of these Apply,HRS 708-0810,Pending Further Development,No,572,Residence/Home,Unknown,Unknown,No,2021-08-26 18:11:55,2021-09-03 15:17:20
21364669,001,,2021-08-26 19:34:05,2021-08-26 19:39:48,All Other Offenses,90Z,No,HARASSMENT,PM,"Domestic Relationship, LAP Form",HRS 711-1106,Adult Arrested / Charged,Yes - Intimate,150,Residence/Home,Black,No,Yes,2021-08-26 19:32:46,2021-09-14 18:09:35
21364656,001,"18165267,18167534,18170342",2021-08-26 18:00:46,2021-08-26 19:33:14,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Open,No,272,Residence/Home,Hispanic,No,No,2021-08-26 17:55:17,2021-10-28 13:42:44
21342516,001,,2021-08-11 21:00:19,2021-08-11 21:00:58,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Pending Further Development,No,565,Hwy/Street/Road/Alley/Sidewalk,Micronesian,Unknown,No,2021-08-11 20:56:01,2021-09-02 10:31:37
21364285,001,,2021-08-26 15:07:09,2021-08-26 15:07:09,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Adult Complaint Withdrawn,No,753,Commercial/Office Building,Unknown,Unknown,No,2021-08-26 13:54:54,2021-08-31 11:32:39
21364668,001,21364621,2021-08-26 19:07:50,2021-08-26 19:11:46,Animal Cruelty,720,No,CRUELTY ANIMALS 2,MD,None of these Apply,HRS 711-1109,Prosecutors / Victim Kokua,No,550,Residence/Home,Filipino,No,No,2021-08-26 19:04:45,2021-08-28 16:01:53
21364694,001,,2021-08-26 19:40:52,2021-08-26 19:44:47,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Non Intimate,861,Residence/Home,Hawaiian,No,Yes,2021-08-26 19:38:40,2021-09-14 23:14:43
21364327,001,,2021-08-26 15:06:26,2021-08-26 15:12:28,All Other Offenses,90Z,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Open,No,469,Commercial/Office Building,Hawaiian,No,No,2021-08-26 15:03:56,2021-10-07 14:46:16
21364704,001,,2021-08-26 19:56:02,2021-08-26 20:02:57,Simple Assault,13B,No,ABUSE FAMILY,PM,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,362,Residence/Home,Unknown,No,No,2021-08-26 19:52:49,2021-10-06 10:22:41
21364329,001,,2021-08-26 15:42:49,2021-08-26 15:42:49,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,178,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-26 14:40:46,2021-10-12 17:24:10
21364724,001,,,,Fondling,11D,No,SEX ASSAULT 3,FC,None of these Apply,HRS 707-0732,Pending Further Development,No,870,Other/Unknown - Non Residence,Unknown,Yes,No,2021-08-26 20:37:53,2021-09-15 11:30:22
21364643,001,,2021-08-26 19:13:42,2021-08-26 19:20:50,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Adult Complaint Withdrawn,No,467,Store - Grocery/Supermarket,Black,No,No,2021-08-26 19:12:11,2021-08-27 21:18:26
21364772,001,,2021-08-26 21:19:08,2021-08-26 21:19:08,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,560,Residence/Home,Unknown,Unknown,No,2021-08-26 21:08:15,2021-08-31 10:17:39
21364782,001,21364801,2021-08-26 21:01:03,2021-08-26 21:06:10,Liquor Law Violations,90G,No,INTOX. LIQUOR IN PUBLIC,PM,None of these Apply,RO 40-01.02,Adult Arrested / Charged,No,158,Hwy/Street/Road/Alley/Sidewalk,Chinese,No,No,2021-08-26 20:57:56,2021-08-30 07:15:31
21364616,001,,2021-08-26 19:23:25,2021-08-26 19:23:25,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Adult Complaint Withdrawn,No,471,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-26 17:26:08,2021-09-22 15:12:35
21364732,001,,2021-08-26 20:13:20,2021-08-26 20:15:38,All Other Offenses,90Z,No,COVID ORDER - QUARANTINE - VIOLATION,MD,None of these Apply,HRS 127A-0013,Citation Issued,No,654,Hotel/Motel/Etc,Unknown,Yes,No,2021-08-26 20:11:12,2021-08-26 23:09:29
21364801,001,21364782,2021-08-26 21:01:03,2021-08-26 21:06:10,All Other Offenses,90Z,No,COVID ORDER 3 - GATHERING SIZE - VIOLATION,MD,None of these Apply,HRS 127A-0025,Citation Issued,No,158,Residence/Home,White,No,No,2021-08-26 20:57:56,2021-08-29 15:19:30
21364732,002,,2021-08-26 20:13:20,2021-08-26 20:15:38,All Other Offenses,90Z,No,COVID ORDER - QUARANTINE - VIOLATION,MD,None of these Apply,HRS 127A-0013,Citation Issued,No,654,Hotel/Motel/Etc,Unknown,Yes,No,2021-08-26 20:11:12,2021-08-26 23:09:29
21364319,001,,2021-08-26 15:21:55,2021-08-26 15:26:51,All Other Offenses,90Z,No,DANGEROUS DOGS - PROHIB. ACTS,PM,None of these Apply,RO 07-07.02,Juvi Complaint Declined,No,570,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-26 15:18:59,2021-08-28 15:41:23
21364818,001,,2021-08-26 21:52:25,2021-08-26 21:52:25,All Other Offenses,90Z,No,CRIM CONTMP CRT,MD,None of these Apply,HRS 710-1077,Adult Arrested / Charged,No,156,Government/Public Bldgs,Filipino,No,No,2021-08-26 21:52:25,2021-09-15 10:30:06
21364438,001,,2021-08-26 17:03:33,2021-08-26 17:03:33,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Open,No,176,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-26 16:25:34,2021-09-08 08:35:10
21364818,002,,2021-08-26 21:52:25,2021-08-26 21:52:25,All Other Offenses,90Z,No,CRIM CONTMP CRT,MD,None of these Apply,HRS 710-1077,Adult Arrested / Charged,No,167,Government/Public Bldgs,Filipino,No,No,2021-08-26 21:52:25,2021-09-15 10:30:06
21364788,001,"21321816,21322011,21344685,21351471,21364033,21404257",2021-08-26 21:32:25,2021-08-26 21:32:25,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Open,No,653,Other/Unknown - Non Residence,,Unknown,No,2021-08-26 21:30:03,2021-09-20 11:45:31
21364700,001,,2021-08-26 20:01:21,2021-08-26 20:07:48,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,774,Store - Convenience,Unknown,Unknown,No,2021-08-26 19:57:06,2021-10-13 12:43:33
21364794,001,,2021-08-26 21:18:33,2021-08-26 21:26:21,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,560,Residence/Home,Unknown,Unknown,No,2021-08-26 21:12:20,2021-09-07 15:23:02
21364784,003,21121653,2021-08-26 21:22:25,2021-08-26 21:22:25,Weapon Law Violations,520,No,AMMUNITION PL,MD,None of these Apply,HRS 134-0027,Adult Arrested / Charged,No,164,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-26 21:22:25,2021-10-06 20:44:01
21364784,004,21121653,2021-08-26 21:22:25,2021-08-26 21:22:25,Weapon Law Violations,520,No,OWN/POSS PROHIB,FB,None of these Apply,HRS 134-0007,Adult Arrested / Charged,No,164,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-26 21:22:25,2021-10-06 20:44:01
21364787,002,,2021-08-26 20:46:51,2021-08-26 20:57:17,Destruction/Damage/Vandalism of Property,290,No,CPD 2,FC,None of these Apply,HRS 708-0821,Unfounded,No,382,Abandon/Condemn Struc - NonRes,,Unknown,No,2021-08-26 20:42:09,2021-09-23 09:58:16
21364787,003,,2021-08-26 20:46:51,2021-08-26 20:57:17,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Unfounded,No,382,Abandon/Condemn Struc - NonRes,,Unknown,No,2021-08-26 20:42:09,2021-09-23 09:58:16
21364763,001,,2021-08-26 20:51:07,2021-08-26 20:57:09,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Open,No,555,Store - Specialty,Unknown,No,No,2021-08-26 20:49:07,2021-08-27 00:06:11
21364851,001,,2021-08-26 21:59:27,2021-08-26 22:07:43,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,872,Residence/Home,Hawaiian,No,No,2021-08-26 21:56:50,2021-09-10 19:14:06
21364493,001,,2021-08-26 17:45:10,2021-08-26 17:45:10,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,164,Residence/Home,Unknown,Unknown,No,2021-08-26 16:55:55,2021-09-28 14:27:08
21364780,001,,2021-08-26 20:59:49,2021-08-26 21:07:57,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Open,Yes - Non Intimate,872,Residence/Home,Hawaiian,No,No,2021-08-26 20:57:30,2021-09-27 14:29:31
21364780,002,,2021-08-26 20:59:49,2021-08-26 21:07:57,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Open,Yes - Non Intimate,872,Residence/Home,Hawaiian,No,No,2021-08-26 20:57:30,2021-09-27 14:29:31
21364860,001,,2021-08-26 22:25:57,2021-08-26 22:35:30,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,165,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-26 22:21:22,2021-09-01 17:41:52
21364863,001,,2021-08-26 22:27:31,2021-08-26 22:29:29,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,360,Hwy/Street/Road/Alley/Sidewalk,Filipino,No,No,2021-08-26 22:23:12,2021-09-17 16:36:56
21364849,001,21364881,2021-08-26 22:16:40,2021-08-26 22:27:27,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Adult Arrested / Charged,No,875,Store - Specialty,Hispanic,No,No,2021-08-26 22:13:10,2021-09-02 22:19:52
21364298,001,,2021-08-26 14:35:33,2021-08-26 15:03:14,Rape,11A,No,CONT SEX ASSAULT,FA,None of these Apply,HRS 707-0733.6,Juvi Arrested / Charged,No,850,Residence/Home,Hawaiian,Yes,No,2021-08-26 14:33:35,2021-11-04 13:56:13
21364887,002,,2021-08-26 22:59:10,2021-08-26 23:03:00,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,471,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-26 22:57:28,2021-08-30 08:40:15
21364614,001,,2021-08-26 18:04:26,2021-08-26 18:09:32,Simple Assault,13B,No,ABUSE FAMILY,FC,Domestic Relationship,HRS 709-0906,Adult Complaint Declined,Yes - Intimate,362,Residence/Home,Black,No,No,2021-08-26 17:12:16,2021-11-03 07:37:01
21364939,001,,2021-08-26 23:39:28,2021-08-26 23:44:55,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,256,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-26 23:36:13,2021-08-30 08:41:02
21364963,001,,2021-08-26 23:55:59,2021-08-27 00:02:44,Simple Assault,13B,No,ABUSE FAMILY,FC,Domestic Relationship,HRS 709-0906,Adult Complaint Declined,Yes - Intimate,870,Residence/Home,"Hispanic,White",No,No,2021-08-26 23:51:56,2021-11-10 12:00:43
21364646,001,,2021-08-26 19:36:38,2021-08-26 19:41:23,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,174,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-26 19:34:08,2021-09-20 18:04:58
21364940,002,,2021-08-26 23:31:52,2021-08-26 23:31:52,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,567,Hwy/Street/Road/Alley/Sidewalk,Micronesian,No,No,2021-08-26 23:29:07,2021-09-04 04:53:22
21364940,003,,2021-08-26 23:31:52,2021-08-26 23:31:52,,,No,DWOL-LICENSING,PM,None of these Apply,HRS 286-0102,Adult Arrested / Charged,No,567,Hwy/Street/Road/Alley/Sidewalk,Micronesian,No,No,2021-08-26 23:29:07,2021-09-04 04:53:22
21364939,002,,2021-08-26 23:39:28,2021-08-26 23:44:55,,,No,NO INSURANCE,VL,None of these Apply,HRS 431:10C-0104,Prosecutors / Victim Kokua,No,256,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-26 23:36:13,2021-08-30 08:41:02
21364981,001,,2021-08-27 00:07:08,2021-08-27 00:07:08,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,455,Hwy/Street/Road/Alley/Sidewalk,White,No,No,2021-08-27 00:07:08,2021-08-29 11:33:48
21364981,002,,2021-08-27 00:07:08,2021-08-27 00:07:08,,,No,EXCESS SPEED,PM,None of these Apply,HRS 291C-0105,Adult Arrested / Charged,No,455,Hwy/Street/Road/Alley/Sidewalk,White,No,No,2021-08-27 00:07:08,2021-08-29 11:33:48
21364827,001,21364460,2021-08-26 22:01:12,2021-08-26 22:05:02,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,180,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-26 21:58:01,2021-09-30 08:05:46
21165696,002,21364991,2021-04-19 12:35:35,2021-04-19 12:39:49,Trespass of Real Property,90J,No,CRIMINAL TRESPASS 1,MD,None of these Apply,HRS 708-0813,Adult Arrested / Charged,No,656,Hotel/Motel/Etc,Chinese,No,No,2021-04-19 12:31:31,2021-08-29 11:36:15
21364887,003,,2021-08-26 22:59:10,2021-08-26 23:03:00,,,No,NO INSURANCE,VL,None of these Apply,HRS 431:10C-0104,Prosecutors / Victim Kokua,No,471,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-26 22:57:28,2021-08-30 08:40:15
21365024,001,,2021-08-27 01:06:42,2021-08-27 01:06:42,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,180,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-27 01:06:42,2021-08-29 11:37:10
21365033,001,,2021-08-27 01:15:25,2021-08-27 01:15:25,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,375,Hwy/Street/Road/Alley/Sidewalk,White,No,No,2021-08-27 01:15:25,2021-09-02 02:05:03
21365027,001,,2021-08-27 00:47:33,2021-08-27 00:47:33,All Other Offenses,90Z,No,CRIM CONTMP CRT,MD,None of these Apply,HRS 710-1077,Adult Arrested / Charged,No,156,Government/Public Bldgs,White,No,No,2021-08-27 00:47:33,2021-09-02 07:25:43
21365010,001,,2021-08-27 00:22:39,2021-08-27 00:25:54,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,870,Store - Specialty,Unknown,Unknown,No,2021-08-27 00:19:02,2021-09-22 09:20:19
21290154,004,,,,All Other Offenses,90Z,No,TRO VIOLATION,MD,Domestic Relationship,HRS 586-0004,Adult Arrested / Charged,Yes - Non Intimate,256,Residence/Home,Hawaiian,No,No,2021-07-06 18:59:11,2021-11-05 16:48:21
21365033,002,,2021-08-27 01:15:25,2021-08-27 01:15:25,,,No,NO INSURANCE,VL,None of these Apply,HRS 431:10C-0104,Prosecutors / Victim Kokua,No,375,Hwy/Street/Road/Alley/Sidewalk,White,No,No,2021-08-27 01:15:25,2021-09-02 02:05:03
